PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32106269","Organization of primate amygdalar-thalamic pathways for emotions","Timbie C, García-Cabezas MÁ, Zikopoulos B, Barbas H.","PLoS Biol. 2020 Feb 27;18(2):e3000639. doi: 10.1371/journal.pbio.3000639. eCollection 2020 Feb.","Timbie C","PLoS Biol","2020","2020/02/28","PMC7064256","","10.1371/journal.pbio.3000639"
"8988085","Toward an agreement on terminology of nuclear and subnuclear divisions of the motor thalamus","Macchi G, Jones EG.","J Neurosurg. 1997 Jan;86(1):77-92. doi: 10.3171/jns.1997.86.1.0077.","Macchi G","J Neurosurg","1997","1997/01/01","","","10.3171/jns.1997.86.1.0077"
"2454970","Frontal eye field efferents in the macaque monkey: I. Subcortical pathways and topography of striatal and thalamic terminal fields","Stanton GB, Goldberg ME, Bruce CJ.","J Comp Neurol. 1988 May 22;271(4):473-92. doi: 10.1002/cne.902710402.","Stanton GB","J Comp Neurol","1988","1988/05/22","","","10.1002/cne.902710402"
"11152722","Effect of attentive fixation in macaque thalamus and cortex","Bender DB, Youakim M.","J Neurophysiol. 2001 Jan;85(1):219-34. doi: 10.1152/jn.2001.85.1.219.","Bender DB","J Neurophysiol","2001","2001/01/12","","","10.1152/jn.2001.85.1.219"
"6196382","Transient cholinesterase staining in the mediodorsal nucleus of the thalamus and its connections in the developing human and monkey brain","Kostovic I, Goldman-Rakic PS.","J Comp Neurol. 1983 Oct 1;219(4):431-47. doi: 10.1002/cne.902190405.","Kostovic I","J Comp Neurol","1983","1983/10/01","","","10.1002/cne.902190405"
"1846010","Histochemical and immunocytochemical compartments of the thalamic VPM nucleus in monkeys and their relationship to the representational map","Rausell E, Jones EG.","J Neurosci. 1991 Jan;11(1):210-25. doi: 10.1523/JNEUROSCI.11-01-00210.1991.","Rausell E","J Neurosci","1991","1991/01/01","PMC6575196","","10.1523/JNEUROSCI.11-01-00210.1991"
"15787707","Divergence and convergence of thalamocortical projections to premotor and supplementary motor cortex: a multiple tracing study in the macaque monkey","Morel A, Liu J, Wannier T, Jeanmonod D, Rouiller EM.","Eur J Neurosci. 2005 Feb;21(4):1007-29. doi: 10.1111/j.1460-9568.2005.03921.x.","Morel A","Eur J Neurosci","2005","2005/03/25","","","10.1111/j.1460-9568.2005.03921.x"
"1694186","Anatomical investigation of projections from thalamus to posterior parietal cortex in the rhesus monkey: a WGA-HRP and fluorescent tracer study","Schmahmann JD, Pandya DN.","J Comp Neurol. 1990 May 8;295(2):299-326. doi: 10.1002/cne.902950212.","Schmahmann JD","J Comp Neurol","1990","1990/05/08","","","10.1002/cne.902950212"
"9634140","Dual morphology and topography of the corticothalamic terminals originating from the primary, supplementary motor, and dorsal premotor cortical areas in macaque monkeys","Rouiller EM, Tanné J, Moret V, Kermadi I, Boussaoud D, Welker E.","J Comp Neurol. 1998 Jun 29;396(2):169-85. doi: 10.1002/(sici)1096-9861(19980629)396:2<169::aid-cne3>3.0.co;2-z.","Rouiller EM","J Comp Neurol","1998","1998/06/20","","","10.1002/(sici)1096-9861(19980629)396:2<169::aid-cne3>3.0.co;2-z"
"1111826","5-HT-and norepinephrine-induced release of ACh from the thalamus and mesencephalon of the monkey during thermoregulation","Myers RD, Waller MB.","Brain Res. 1975 Jan 24;84(1):47-61. doi: 10.1016/0006-8993(75)90799-4.","Myers RD","Brain Res","1975","1975/01/24","","","10.1016/0006-8993(75)90799-4"
"33452224","Temporal Prediction Signals for Periodic Sensory Events in the Primate Central Thalamus","Matsuyama K, Tanaka M.","J Neurosci. 2021 Mar 3;41(9):1917-1927. doi: 10.1523/JNEUROSCI.2151-20.2021. Epub 2021 Jan 15.","Matsuyama K","J Neurosci","2021","2021/01/16","PMC7939086","","10.1523/JNEUROSCI.2151-20.2021"
"4056098","Organization of the nigrothalamocortical system in the rhesus monkey","Ilinsky IA, Jouandet ML, Goldman-Rakic PS.","J Comp Neurol. 1985 Jun 15;236(3):315-30. doi: 10.1002/cne.902360304.","Ilinsky IA","J Comp Neurol","1985","1985/06/15","","","10.1002/cne.902360304"
"19376204","Laminar and modular organization of prefrontal projections to multiple thalamic nuclei","Xiao D, Zikopoulos B, Barbas H.","Neuroscience. 2009 Jul 21;161(4):1067-81. doi: 10.1016/j.neuroscience.2009.04.034. Epub 2009 Apr 17.","Xiao D","Neuroscience","2009","2009/04/21","PMC2700123","NIHMS111544","10.1016/j.neuroscience.2009.04.034"
"401837","Thalamic projections of the superior colliculus in the rhesus monkey, Macaca mulatta. A light and electron microscopic study","Partlow GD, Colonnier M, Szabo J.","J Comp Neurol. 1977 Feb 1;72(3):285-318. doi: 10.1002/cne.901710302.","Partlow GD","J Comp Neurol","1977","1977/02/01","","","10.1002/cne.901710302"
"6189561","Distribution of cerebellar terminations and their relation to other afferent terminations in the ventral lateral thalamic region of the monkey","Asanuma C, Thach WT, Jones EG.","Brain Res. 1983 May;286(3):237-65. doi: 10.1016/0165-0173(83)90015-2.","Asanuma C","Brain Res","1983","1983/05/01","","","10.1016/0165-0173(83)90015-2"
"23900781","Modular architectonic organization of the insula in the macaque monkey","Evrard HC, Logothetis NK, Craig AD.","J Comp Neurol. 2014 Jan 1;522(1):64-97. doi: 10.1002/cne.23436.","Evrard HC","J Comp Neurol","2014","2013/08/01","","","10.1002/cne.23436"
"23873330","Thalamic input to representations of the teeth, tongue, and face in somatosensory area 3b of macaque monkeys","Cerkevich CM, Qi HX, Kaas JH.","J Comp Neurol. 2013 Dec 1;521(17):3954-71. doi: 10.1002/cne.23386.","Cerkevich CM","J Comp Neurol","2013","2013/07/23","PMC3893768","NIHMS527665","10.1002/cne.23386"
"18550594","Dopamine innervation in the thalamus: monkey versus rat","García-Cabezas MA, Martínez-Sánchez P, Sánchez-González MA, Garzón M, Cavada C.","Cereb Cortex. 2009 Feb;19(2):424-34. doi: 10.1093/cercor/bhn093. Epub 2008 Jun 11.","García-Cabezas MA","Cereb Cortex","2009","2008/06/14","PMC2638784","","10.1093/cercor/bhn093"
"15987937","The primate thalamus is a key target for brain dopamine","Sánchez-González MA, García-Cabezas MA, Rico B, Cavada C.","J Neurosci. 2005 Jun 29;25(26):6076-83. doi: 10.1523/JNEUROSCI.0968-05.2005.","Sánchez-González MA","J Neurosci","2005","2005/07/01","PMC6725054","","10.1523/JNEUROSCI.0968-05.2005"
"12223566","Thalamic relay nuclei of the basal ganglia form both reciprocal and nonreciprocal cortical connections, linking multiple frontal cortical areas","McFarland NR, Haber SN.","J Neurosci. 2002 Sep 15;22(18):8117-32. doi: 10.1523/JNEUROSCI.22-18-08117.2002.","McFarland NR","J Neurosci","2002","2002/09/12","PMC6758100","","10.1523/JNEUROSCI.22-18-08117.2002"
"18077671","Vestibular signals in primate thalamus: properties and origins","Meng H, May PJ, Dickman JD, Angelaki DE.","J Neurosci. 2007 Dec 12;27(50):13590-602. doi: 10.1523/JNEUROSCI.3931-07.2007.","Meng H","J Neurosci","2007","2007/12/14","PMC6673608","","10.1523/JNEUROSCI.3931-07.2007"
"19150924","The thalamocortical projection systems in primate: an anatomical support for multisensory and sensorimotor interplay","Cappe C, Morel A, Barone P, Rouiller EM.","Cereb Cortex. 2009 Sep;19(9):2025-37. doi: 10.1093/cercor/bhn228. Epub 2009 Jan 15.","Cappe C","Cereb Cortex","2009","2009/01/20","PMC2722423","","10.1093/cercor/bhn228"
"8725303","Comparison of cerebellothalamic and pallidothalamic projections in the monkey (Macaca fuscata): a double anterograde labeling study","Sakai ST, Inase M, Tanji J.","J Comp Neurol. 1996 Apr 29;368(2):215-28. doi: 10.1002/(SICI)1096-9861(19960429)368:2<215::AID-CNE4>3.0.CO;2-6.","Sakai ST","J Comp Neurol","1996","1996/04/29","","","10.1002/(SICI)1096-9861(19960429)368:2<215::AID-CNE4>3.0.CO;2-6"
"1711168","Segregation and heterogeneity of thalamic cell populations projecting to superficial layers of posterior parietal cortex: a retrograde tracer study in cat and monkey","Avendaño C, Stepniewska I, Rausell E, Reinoso-Suárez F.","Neuroscience. 1990;39(3):547-59. doi: 10.1016/0306-4522(90)90242-v.","Avendaño C","Neuroscience","1990","1990/01/01","","","10.1016/0306-4522(90)90242-v"
"12379444","Posterior parietal cortex projections to the ventral lateral and some association thalamic nuclei in Macaca mulatta","Taktakishvili O, Sivan-Loukianova E, Kultas-Ilinsky K, Ilinsky IA.","Brain Res Bull. 2002 Oct 30;59(2):135-50. doi: 10.1016/s0361-9230(02)00857-2.","Taktakishvili O","Brain Res Bull","2002","2002/10/16","","","10.1016/s0361-9230(02)00857-2"
"3793981","Thalamic connectivity of the second somatosensory area and neighboring somatosensory fields of the lateral sulcus of the macaque","Friedman DP, Murray EA.","J Comp Neurol. 1986 Oct 15;252(3):348-73. doi: 10.1002/cne.902520305.","Friedman DP","J Comp Neurol","1986","1986/10/15","","","10.1002/cne.902520305"
"25979086","Evidence for Mediodorsal Thalamus and Prefrontal Cortex Interactions during Cognition in Macaques","Browning PG, Chakraborty S, Mitchell AS.","Cereb Cortex. 2015 Nov;25(11):4519-34. doi: 10.1093/cercor/bhv093. Epub 2015 May 15.","Browning PG","Cereb Cortex","2015","2015/05/17","PMC4816796","","10.1093/cercor/bhv093"
"20371831","Roles of the primate motor thalamus in the generation of antisaccades","Kunimatsu J, Tanaka M.","J Neurosci. 2010 Apr 7;30(14):5108-17. doi: 10.1523/JNEUROSCI.0406-10.2010.","Kunimatsu J","J Neurosci","2010","2010/04/08","PMC6632795","","10.1523/JNEUROSCI.0406-10.2010"
"8038123","Independence and merger of thalamocortical channels within macaque monkey primary visual cortex: anatomy of interlaminar projections","Yoshioka T, Levitt JB, Lund JS.","Vis Neurosci. 1994 May-Jun;11(3):467-89. doi: 10.1017/s0952523800002406.","Yoshioka T","Vis Neurosci","1994","1994/05/01","","","10.1017/s0952523800002406"
"9579788","Adrenergic innervation of the monkey thalamus: an immunohistochemical study","Rico B, Cavada C.","Neuroscience. 1998 Jun;84(3):839-47. doi: 10.1016/s0306-4522(97)00549-6.","Rico B","Neuroscience","1998","1998/05/14","","","10.1016/s0306-4522(97)00549-6"
"34473054","Single-cell and single-nucleus RNA-seq uncovers shared and distinct axes of variation in dorsal LGN neurons in mice, non-human primates, and humans","Bakken TE, van Velthoven CT, Menon V, Hodge RD, Yao Z, Nguyen TN, Graybuck LT, Horwitz GD, Bertagnolli D, Goldy J, Yanny AM, Garren E, Parry S, Casper T, Shehata SI, Barkan ER, Szafer A, Levi BP, Dee N, Smith KA, Sunkin SM, Bernard A, Phillips J, Hawrylycz MJ, Koch C, Murphy GJ, Lein E, Zeng H, Tasic B.","Elife. 2021 Sep 2;10:e64875. doi: 10.7554/eLife.64875.","Bakken TE","Elife","2021","2021/09/02","PMC8412930","","10.7554/eLife.64875"
"3512627","The origin, course, and termination of the hippocampothalamic projections in the macaque","Aggleton JP, Desimone R, Mishkin M.","J Comp Neurol. 1986 Jan 15;243(3):409-21. doi: 10.1002/cne.902430310.","Aggleton JP","J Comp Neurol","1986","1986/01/15","","","10.1002/cne.902430310"
"9440687","Constraints on cortical and thalamic projections: the no-strong-loops hypothesis","Crick F, Koch C.","Nature. 1998 Jan 15;391(6664):245-50. doi: 10.1038/34584.","Crick F","Nature","1998","1998/01/24","","","10.1038/34584"
"8794104","The processing and encoding of information in the visual cortex","Reid RC, Alonso JM.","Curr Opin Neurobiol. 1996 Aug;6(4):475-80. doi: 10.1016/s0959-4388(96)80052-3.","Reid RC","Curr Opin Neurobiol","1996","1996/08/01","","","10.1016/s0959-4388(96)80052-3"
"821975","The posterior thalamic region and its cortical projection in New World and Old World monkeys","Burton H, Jones EG.","J Comp Neurol. 1976 Jul 15;168(2):249-301. doi: 10.1002/cne.901680204.","Burton H","J Comp Neurol","1976","1976/07/15","","","10.1002/cne.901680204"
"31504286","Unique Features of Subcortical Circuits in a Macaque Model of Congenital Blindness","Magrou L, Barone P, Markov NT, Scheeren G, Killackey HP, Giroud P, Berland M, Knoblauch K, Dehay C, Kennedy H.","Cereb Cortex. 2020 Mar 14;30(3):1407-1421. doi: 10.1093/cercor/bhz175.","Magrou L","Cereb Cortex","2020","2019/09/11","","","10.1093/cercor/bhz175"
"8227514","Ipsilateral cortical projections to areas 3a, 3b, and 4 in the macaque monkey","Darian-Smith C, Darian-Smith I, Burman K, Ratcliffe N.","J Comp Neurol. 1993 Sep 8;335(2):200-13. doi: 10.1002/cne.903350205.","Darian-Smith C","J Comp Neurol","1993","1993/09/08","","","10.1002/cne.903350205"
"1698838","Thalamic projections to sensorimotor cortex in the newborn macaque","Darian-Smith C, Darian-Smith I, Cheema SS.","J Comp Neurol. 1990 Sep 1;299(1):47-63. doi: 10.1002/cne.902990104.","Darian-Smith C","J Comp Neurol","1990","1990/09/01","","","10.1002/cne.902990104"
"19776262","""Black"" responses dominate macaque primary visual cortex v1","Yeh CI, Xing D, Shapley RM.","J Neurosci. 2009 Sep 23;29(38):11753-60. doi: 10.1523/JNEUROSCI.1991-09.2009.","Yeh CI","J Neurosci","2009","2009/09/25","PMC2796834","NIHMS155875","10.1523/JNEUROSCI.1991-09.2009"
"1501144","A frequency analysis of neuronal activity in monkey thalamus, motor cortex and electromyograms in wrist oscillations","Butler EG, Horne MK, Churchward PR.","J Physiol. 1992 Jan;445:49-68. doi: 10.1113/jphysiol.1992.sp018911.","Butler EG","J Physiol","1992","1992/01/01","PMC1179969","","10.1113/jphysiol.1992.sp018911"
"1894765","Postnatal development of thalamic recipient neurons in the monkey striate cortex: I. Comparison of spine acquisition and dendritic growth of layer 4C alpha and beta spiny stellate neurons","Lund JS, Holbach SM.","J Comp Neurol. 1991 Jul 1;309(1):115-28. doi: 10.1002/cne.903090108.","Lund JS","J Comp Neurol","1991","1991/07/01","","","10.1002/cne.903090108"
"6321564","Projections of the amygdala to the thalamus in the cynomolgus monkey","Aggleton JP, Mishkin M.","J Comp Neurol. 1984 Jan 1;222(1):56-68. doi: 10.1002/cne.902220106.","Aggleton JP","J Comp Neurol","1984","1984/01/01","","","10.1002/cne.902220106"
"21451032","Neuronal mechanisms and attentional modulation of corticothalamic α oscillations","Bollimunta A, Mo J, Schroeder CE, Ding M.","J Neurosci. 2011 Mar 30;31(13):4935-43. doi: 10.1523/JNEUROSCI.5580-10.2011.","Bollimunta A","J Neurosci","2011","2011/04/01","PMC3505610","NIHMS284847","10.1523/JNEUROSCI.5580-10.2011"
"30711468","Topographic organization of connections between prefrontal cortex and mediodorsal thalamus: Evidence for a general principle of indirect thalamic pathways between directly connected cortical areas","Phillips JM, Fish LR, Kambi NA, Redinbaugh MJ, Mohanta S, Kecskemeti SR, Saalmann YB.","Neuroimage. 2019 Apr 1;189:832-846. doi: 10.1016/j.neuroimage.2019.01.078. Epub 2019 Feb 1.","Phillips JM","Neuroimage","2019","2019/02/04","PMC6506175","NIHMS1527334","10.1016/j.neuroimage.2019.01.078"
"31711181","Extensive Connectivity Between the Medial Pulvinar and the Cortex Revealed in the Marmoset Monkey","Homman-Ludiye J, Mundinano IC, Kwan WC, Bourne JA.","Cereb Cortex. 2020 Mar 14;30(3):1797-1812. doi: 10.1093/cercor/bhz203.","Homman-Ludiye J","Cereb Cortex","2020","2019/11/12","","","10.1093/cercor/bhz203"
"32531286","Long-Term Value Memory in the Primate Posterior Thalamus for Fast Automatic Action","Kim HF, Griggs WS, Hikosaka O.","Curr Biol. 2020 Aug 3;30(15):2901-2911.e3. doi: 10.1016/j.cub.2020.05.047. Epub 2020 Jun 11.","Kim HF","Curr Biol","2020","2020/06/13","PMC9422328","NIHMS1597366","10.1016/j.cub.2020.05.047"
"20206702","Topography of connections between human prefrontal cortex and mediodorsal thalamus studied with diffusion tractography","Klein JC, Rushworth MF, Behrens TE, Mackay CE, de Crespigny AJ, D'Arceuil H, Johansen-Berg H.","Neuroimage. 2010 Jun;51(2):555-64. doi: 10.1016/j.neuroimage.2010.02.062. Epub 2010 Mar 4.","Klein JC","Neuroimage","2010","2010/03/09","PMC2877805","","10.1016/j.neuroimage.2010.02.062"
"26254903","The origins of thalamic inputs to grasp zones in frontal cortex of macaque monkeys","Gharbawie OA, Stepniewska I, Kaas JH.","Brain Struct Funct. 2016 Jul;221(6):3123-40. doi: 10.1007/s00429-015-1091-y. Epub 2015 Aug 9.","Gharbawie OA","Brain Struct Funct","2016","2015/08/10","PMC4747860","NIHMS714486","10.1007/s00429-015-1091-y"
"2358512","Serotoninergic and noradrenergic projections to the ventral posterolateral nucleus of the monkey thalamus","Westlund KN, Sorkin LS, Ferrington DG, Carlton SM, Willcockson HH, Willis WD.","J Comp Neurol. 1990 May 8;295(2):197-207. doi: 10.1002/cne.902950204.","Westlund KN","J Comp Neurol","1990","1990/05/08","","","10.1002/cne.902950204"
"22433007","Anatomical connectivity between subcortical structures","Taljan K, McIntyre C, Sakaie K.","Brain Connect. 2011;1(2):111-8. doi: 10.1089/brain.2011.0011.","Taljan K","Brain Connect","2011","2012/03/22","PMC3621356","","10.1089/brain.2011.0011"
"2836233","An investigation of collateral projections of the dorsal lateral geniculate nucleus and other subcortical structures to cortical areas V1 and V4 in the macaque monkey: a double label retrograde tracer study","Lysakowski A, Standage GP, Benevento LA.","Exp Brain Res. 1988;69(3):651-61. doi: 10.1007/BF00247317.","Lysakowski A","Exp Brain Res","1988","1988/01/01","","","10.1007/BF00247317"
"29848447","Mediodorsal thalamus is required for discrete phases of goal-directed behavior in macaques","Wicker E, Turchi J, Malkova L, Forcelli PA.","Elife. 2018 May 31;7:e37325. doi: 10.7554/eLife.37325.","Wicker E","Elife","2018","2018/06/01","PMC6010338","","10.7554/eLife.37325"
"7929912","Corticothalamic connections of auditory-related areas of the temporal lobe in the rhesus monkey","Pandya DN, Rosene DL, Doolittle AM.","J Comp Neurol. 1994 Jul 15;345(3):447-71. doi: 10.1002/cne.903450311.","Pandya DN","J Comp Neurol","1994","1994/07/15","","","10.1002/cne.903450311"
"11984819","Distribution and morphology of nigral axons projecting to the thalamus in primates","François C, Tande D, Yelnik J, Hirsch EC.","J Comp Neurol. 2002 Jun 3;447(3):249-60. doi: 10.1002/cne.10227.","François C","J Comp Neurol","2002","2002/05/02","","","10.1002/cne.10227"
"2468699","Thalamic connections of the cortex of the superior temporal sulcus in the rhesus monkey","Yeterian EH, Pandya DN.","J Comp Neurol. 1989 Apr 1;282(1):80-97. doi: 10.1002/cne.902820107.","Yeterian EH","J Comp Neurol","1989","1989/04/01","","","10.1002/cne.902820107"
