INDEX,MACAQUE_COUNT_IN_500,OTHER_SPIECIES_COUNT_IN_500,TC_CT_COUNT_IN_500,THALAM_COUNT_IN_500,CORTEX_COUNT_IN_500,INJECT_COUNT_IN_500,METHOD_COUNT_IN_500,CONNECT_COUNT_IN_500,RELEVANCE_INDEX
854,0,5,0,14,0,4,10,10,50.96831964483232
50,2,0,2,19,9,0,0,22,50.96255997490769
1661,0,2,2,3,14,1,4,20,50.92876514612786
2841,3,0,0,2,1,6,3,8,50.926467504143474
481,2,1,2,22,33,0,0,9,50.91704600066246
3171,3,0,0,4,10,5,1,15,50.91395903742522
474,0,1,0,12,22,1,6,23,50.86158692300273
186,5,7,0,14,38,0,1,10,50.83068507236562
290,1,2,0,19,6,0,6,8,50.75411640537371
453,4,0,0,6,3,5,1,7,50.72511236863659
15,2,0,2,17,23,0,0,13,50.69738421238469
2538,1,0,0,13,3,1,6,4,50.652498306570685
444,3,1,0,5,16,1,4,2,50.65097235803672
1166,1,0,2,11,16,0,1,12,50.63487450731704
1565,0,1,0,7,15,2,7,19,50.52391165311968
352,0,7,0,18,10,8,5,3,50.50114456207042
65,5,0,0,6,2,2,2,3,50.48243742827465
3157,0,0,0,9,15,4,5,11,50.47760711326485
661,2,0,0,15,0,2,2,20,50.46181814107192
395,2,2,4,11,4,0,0,18,50.45861573366151
757,4,2,0,0,14,4,3,14,50.44615101455335
3997,1,0,2,7,23,0,1,18,50.43569880447439
3431,1,2,0,12,1,4,4,7,50.423793976909934
3996,0,0,7,20,15,0,0,18,50.39552198739435
552,3,0,0,0,9,6,3,15,50.378374320381816
431,5,2,0,4,3,0,3,18,50.33502123672095
3270,0,0,0,10,15,3,4,25,50.33479435247632
2297,3,2,0,2,22,1,4,7,50.32682084990988
886,4,0,0,1,35,1,2,20,50.31257900670404
2328,1,1,1,4,8,7,2,2,50.29060260856651
1130,11,8,0,1,15,1,2,3,50.273497140663565
705,0,1,1,21,2,0,6,9,50.25761823870258
516,0,0,5,34,14,0,0,20,50.24400271510231
59,5,0,1,25,1,0,0,12,50.22069162149191
2691,1,0,0,20,6,2,2,12,50.219936694733455
763,0,3,1,7,7,1,7,6,50.19915000300244
6204,2,0,0,5,13,1,4,5,50.15842832687679
927,1,0,4,29,2,0,0,13,50.14623440443323
599,5,0,0,13,4,0,2,4,50.146193789208446
2932,2,1,0,3,0,4,5,9,50.0969870451538
2754,3,4,0,5,0,0,9,6,50.07588442201149
1585,3,0,0,1,13,2,4,6,50.03196518807664
2153,0,0,1,1,9,5,10,1,50.01956951019108
319,1,0,1,18,21,0,1,15,50.01646138606654
880,0,0,0,12,45,2,4,13,49.9866421368132
313,2,0,0,4,37,2,2,10,49.98135491672113
1386,3,7,0,6,0,1,7,3,49.93208721775339
2506,1,3,0,10,4,1,12,0,49.86875911075471
1145,3,0,0,5,9,1,2,13,49.79594192165387
163,0,0,5,34,17,0,0,15,49.79284468223929
1527,0,4,1,11,3,3,4,7,49.78333141932511
196,0,0,7,20,22,0,0,11,49.74273598663777
2463,13,13,0,0,8,0,3,12,49.70375680479328
4882,0,0,7,20,19,0,0,12,49.70334022490806
1102,3,2,0,2,7,4,3,5,49.701687430284586
835,1,0,3,19,19,0,0,13,49.681713320522064
5769,10,4,0,0,16,1,4,1,49.67549807248261
7431,3,0,0,0,19,2,6,4,49.63488482950287
676,2,0,0,1,30,1,5,9,49.610919072513525
2558,1,4,0,11,0,3,5,9,49.503388918967495
231,1,0,1,7,0,0,4,20,49.48809775710936
2310,2,0,0,5,32,0,3,17,49.471994240641735
1703,0,2,1,4,14,1,6,10,49.41467269305423
1121,11,8,0,9,1,3,1,0,49.4140053578328
3635,1,1,0,4,0,2,9,8,49.39610029249968
2825,0,0,6,17,8,0,1,3,49.39576432366551
626,1,4,4,21,8,0,0,14,49.390225042277
1803,0,0,1,11,23,2,2,10,49.3849828636521
2485,3,0,1,9,6,0,1,7,49.368957610518166
3338,1,0,0,10,0,4,3,16,49.330721375129365
2872,3,0,0,7,19,1,1,17,49.31993884879374
4005,0,0,5,12,7,0,1,11,49.28741631791135
4459,2,0,0,0,1,4,10,4,49.226873275257496
1783,0,2,2,6,24,1,3,6,49.22122295419053
287,2,0,0,6,0,0,6,19,49.161971943172766
200,1,4,0,3,0,3,9,9,49.11858371328685
1352,1,4,0,3,0,3,9,9,49.11858371328685
644,0,4,0,20,9,4,3,19,49.11567445620248
1989,0,1,2,3,40,0,4,15,49.06373693618957
1226,3,0,0,5,5,2,3,2,49.05710181633908
1064,0,1,0,16,9,5,3,14,49.02398128635504
8921,4,0,0,0,27,2,3,9,49.02254847821301
1224,1,5,0,13,6,1,4,10,48.98062012809416
3678,5,0,3,3,20,0,0,3,48.95993806788542
8362,0,0,0,9,14,1,8,8,48.95868127534523
280,1,0,1,11,16,1,1,8,48.94278498865918
1494,2,4,0,1,3,3,6,9,48.91333817442123
155,4,0,0,6,8,0,3,4,48.90963637279122
1504,5,2,0,4,10,0,3,5,48.90018453026275
3137,1,4,0,17,0,0,7,15,48.88607426616388
1218,1,0,0,18,0,1,5,6,48.874727743677866
169,4,1,0,8,1,2,1,17,48.86929771421054
1071,2,2,0,9,15,1,2,11,48.85219224630761
1473,0,0,1,14,9,1,4,3,48.79589110759899
2414,1,1,4,12,24,0,0,10,48.7888880048197
3576,10,2,0,9,0,0,1,11,48.77945765924928
1242,4,0,0,2,13,1,2,11,48.77213396575689
1187,0,6,0,16,2,3,7,8,48.73494210296846
328,2,7,3,14,6,0,0,16,48.70133629199049
2719,10,0,0,10,5,0,0,20,48.685515343601935
1236,4,0,1,1,7,0,3,3,48.67229661065843
4078,0,1,1,11,17,0,4,14,48.66213111741947
1229,0,0,0,8,31,4,4,8,48.65083711080072
2287,2,6,2,11,27,0,0,23,48.64943938464113
154,3,1,1,16,15,0,0,18,48.64582933849837
73,1,3,3,21,9,0,0,20,48.60207082162841
1409,2,0,0,1,13,3,4,6,48.59355482581773
680,3,0,0,3,4,6,1,13,48.59148578138834
429,2,5,3,11,18,0,0,10,48.56440405431994
986,7,0,0,7,2,0,2,3,48.53385367257452
928,1,0,4,11,18,0,0,10,48.53294795560845
167,2,0,0,13,16,0,2,12,48.52880718193553
2421,0,3,9,17,21,0,0,7,48.511824890057525
548,2,0,0,1,5,0,8,16,48.507263533467786
175,3,5,0,13,3,0,3,8,48.49367685549449
720,3,0,0,0,15,6,2,15,48.44156085435548
657,1,1,0,7,14,0,6,9,48.41848950517837
1192,4,2,0,4,15,1,2,5,48.41527103948795
5877,0,0,8,19,20,0,0,5,48.41523042426316
320,2,0,0,4,1,3,3,10,48.40770804516496
3375,3,2,0,7,12,0,3,7,48.39270598209146
3031,0,1,0,9,4,1,10,9,48.39109801904405
3071,5,0,0,4,8,0,3,3,48.38106010368207
1199,0,3,1,6,14,1,4,14,48.37509422240791
401,0,1,0,19,0,3,6,12,48.3709355557472
331,0,3,0,15,7,2,5,15,48.36395463577913
5657,1,6,0,0,6,3,11,12,48.35276833051884
706,0,5,1,16,4,1,4,7,48.32309453370091
2819,0,1,0,15,0,2,7,18,48.29059022827719
520,0,7,0,13,10,1,6,22,48.2429556931335
24,2,0,0,18,4,0,2,15,48.23108266078194
5514,7,2,0,3,0,2,4,0,48.214715501411256
480,2,0,0,6,12,1,2,13,48.21460312520733
6432,3,1,0,0,5,1,7,10,48.20715250708827
3440,2,3,0,7,12,0,9,0,48.15278587882392
508,1,3,0,7,0,4,5,7,48.1454940323693
119,3,2,1,6,15,0,1,7,48.14032774852534
5239,0,0,2,7,8,0,4,7,48.11048349913322
1642,0,1,1,7,14,3,2,14,48.09337803123029
2998,8,0,0,2,7,0,2,5,47.98559159442768
9338,1,0,1,1,13,0,5,11,47.9791088148737
2678,0,0,2,3,38,0,3,18,47.94097853323808
501,1,0,0,21,4,0,4,7,47.93826364663974
1288,5,3,3,3,24,0,0,3,47.92235048105508
2943,1,0,0,16,0,4,3,4,47.83598543655224
3200,7,0,0,15,11,0,0,14,47.7513229308799
989,3,0,0,12,0,1,2,8,47.73122291999607
877,0,1,0,2,8,4,12,4,47.719360291541214
3598,3,10,0,0,4,5,8,1,47.69440882445104
1822,0,0,2,5,18,2,2,5,47.68826092886006
1781,1,0,0,8,11,1,3,11,47.67080745521919
353,2,0,0,1,23,1,3,23,47.67080745521919
931,0,1,2,22,17,0,1,19,47.669858927820655
3153,2,0,0,7,13,2,1,16,47.58561853541944
3818,1,2,0,12,12,0,4,12,47.57673221588771
769,3,0,0,0,22,2,4,6,47.5591030579047
183,3,5,3,10,10,0,0,4,47.54770840006065
140,3,0,0,12,5,0,2,7,47.49565684868331
2954,3,3,0,3,16,1,2,13,47.4435785221175
275,0,0,4,7,12,0,2,4,47.43592217164666
1090,0,0,6,11,12,0,0,31,47.41074116281538
862,4,0,0,0,12,1,3,18,47.38627429076202
751,1,7,4,15,16,0,0,9,47.383534966554095
4504,5,2,0,0,8,1,3,18,47.37542800978283
1196,3,2,1,5,15,0,1,7,47.36957434938904
1160,4,1,0,1,0,2,4,9,47.36216369324448
1387,0,2,1,11,20,1,2,16,47.29793646296766
1337,1,0,2,7,12,0,1,9,47.28392820018439
2840,1,0,1,6,38,0,2,5,47.28101894310002
1757,1,1,6,7,23,0,0,4,47.279055221990006
922,2,0,1,16,12,1,0,8,47.27096976229309
3090,2,5,0,6,0,0,8,7,47.13448456113132
878,0,1,4,21,18,1,0,9,47.11881335068738
3121,0,8,1,21,7,1,2,15,47.11796753461466
1271,3,4,0,13,12,1,2,1,47.10999139292483
4477,0,1,1,5,24,1,3,14,47.08770373822145
5296,6,1,0,0,1,8,3,1,47.08075671067292
2572,5,1,0,7,1,0,3,3,47.02977627579825
1779,0,2,2,2,29,0,5,9,47.008316775940536
1626,1,0,0,5,18,0,4,20,47.00709354758388
6848,1,1,0,4,3,2,4,15,46.963309643850685
1048,0,6,2,17,13,0,2,10,46.94999489141334
1478,1,0,0,17,0,1,5,3,46.92554427352022
997,6,2,0,2,7,0,2,13,46.91572860411211
1082,0,5,2,20,3,0,3,6,46.89023838667479
4660,0,0,7,12,23,0,0,9,46.88302514378407
2012,0,0,0,8,5,3,5,11,46.87342827238122
2768,2,0,0,5,19,2,1,16,46.860558061038006
415,0,0,0,22,15,4,2,8,46.847634704985566
8318,2,5,0,5,1,1,4,12,46.79441822423855
372,2,0,4,4,17,0,0,6,46.74616553615088
4233,0,0,8,22,17,0,0,2,46.726297234804605
4214,2,2,0,2,20,1,3,13,46.71546841964479
3524,5,2,0,5,0,0,4,4,46.700472611396016
2744,0,1,0,5,18,2,7,7,46.68032960909163
2660,35,0,0,0,0,0,0,36,46.66794312249377
1423,2,0,1,2,14,2,1,5,46.62656819444969
505,2,1,0,0,22,1,5,17,46.61841000674822
18,3,0,0,17,6,0,1,11,46.5928144537538
456,2,0,0,8,3,0,3,13,46.52495009564666
459,0,4,6,19,33,0,0,8,46.47271972712997
952,0,0,4,19,27,0,0,17,46.40856478614985
363,0,0,4,19,27,0,0,17,46.40856478614985
268,3,0,2,7,17,0,0,5,46.40229612975568
3088,7,3,0,5,0,0,3,3,46.38874509637732
4242,0,0,5,20,17,0,0,11,46.375670346054
1705,0,1,1,2,20,1,4,19,46.3677427916296
1856,1,1,0,9,4,0,5,11,46.34244055652249
497,3,0,0,8,6,1,1,10,46.33178032278492
168,6,1,1,4,19,0,0,8,46.32775395687978
1577,0,0,0,4,0,4,10,7,46.311656477364224
3310,2,0,0,8,3,0,3,12,46.302626179185495
3479,2,10,0,4,14,1,3,9,46.28795237123842
172,3,0,1,2,8,0,1,17,46.284513094099296
3328,4,0,0,2,8,1,2,6,46.27147895900076
942,0,0,8,16,13,0,0,4,46.2447408901761
1493,0,1,0,5,11,3,6,8,46.21771049331757
32,2,2,0,19,11,0,2,5,46.19738655972421
1124,1,1,3,3,20,6,0,2,46.14717252856561
3038,2,0,0,14,9,1,1,8,46.12042551858808
1888,0,2,0,18,9,1,4,15,46.10663398701225
1948,0,2,3,3,35,0,3,5,46.10106302392554
863,0,3,3,33,17,0,0,29,46.09278753393862
1930,0,3,2,3,4,1,3,19,46.066052490689465
428,3,0,0,1,15,1,2,17,45.99683102164752
864,0,5,0,8,1,4,8,5,45.9753715217898
204,1,4,1,30,1,0,2,3,45.95474205235119
220,0,0,2,17,16,0,1,13,45.95305215871958
1359,1,0,0,2,27,1,3,23,45.95178327433288
562,1,1,0,3,3,2,5,8,45.9447150205085
2114,9,0,0,4,30,0,0,13,45.85818688992703
3930,1,0,0,10,8,0,3,17,45.84945620915114
1162,3,0,0,2,4,5,2,2,45.81563797823336
1592,7,1,0,1,2,8,1,1,45.76126495033474
325,4,1,1,17,16,0,0,2,45.7468260929781
3520,1,0,1,1,12,1,2,18,45.74375395590185
1541,10,7,0,5,6,0,2,0,45.736251717235874
56,2,0,3,7,6,0,0,8,45.72976823639846
1557,0,4,1,5,7,1,4,12,45.69467742219064
3817,1,0,0,2,7,2,6,3,45.69446234955302
1190,4,1,0,6,6,6,1,0,45.68362553804427
1554,1,0,1,3,23,1,1,14,45.67188138920006
1313,0,3,1,20,29,1,1,12,45.66224017720477
1197,4,4,0,1,1,0,9,2,45.658659271771306
2009,1,0,0,0,37,0,10,11,45.64031680239994
1366,5,6,0,2,2,0,8,0,45.6342163372642
8173,3,0,0,0,13,1,4,9,45.60892857655229
7461,4,5,0,3,8,0,2,19,45.60186032272791
1966,1,0,0,3,15,1,3,18,45.57011750717642
2650,4,1,0,1,0,0,6,10,45.51975515552903
3816,0,6,0,1,6,1,17,12,45.47594760600102
574,1,0,0,28,0,1,2,10,45.41349556340776
1191,0,5,3,7,28,0,1,21,45.40758267601738
2111,1,8,1,5,4,0,3,12,45.40118388845468
1582,0,0,0,6,0,4,6,14,45.359992401306826
1299,3,0,0,0,9,6,3,2,45.3564450196668
946,2,0,2,7,13,0,0,12,45.3424162133765
3991,0,2,7,17,17,0,0,5,45.30368384108757
394,1,0,0,2,2,0,7,26,45.30368384108757
3981,1,0,3,16,21,0,0,3,45.30145012715574
3159,3,0,0,10,10,0,1,12,45.27453039877156
1120,3,0,0,2,17,0,3,7,45.2380168065702
37,1,0,0,8,9,0,3,18,45.21902542696687
2991,6,0,0,12,6,0,0,19,45.16286539663341
1239,5,1,0,4,6,0,3,1,45.10584252488047
2438,1,0,2,14,21,0,0,11,45.09465055387224
3408,4,0,0,6,11,0,2,2,45.07570292187899
1019,0,7,2,7,8,1,2,9,45.05795227653584
1351,5,0,0,0,2,1,4,5,45.05021270444166
188,3,0,2,12,13,0,0,1,45.03136948609804
3579,0,2,0,9,8,3,4,10,45.02829907931013
1279,0,0,0,16,8,1,3,20,45.02276270212242
7690,3,0,0,4,10,1,1,13,45.0203034162111
4130,8,3,0,0,7,0,4,3,44.99809670330265
336,2,0,1,18,25,0,0,6,44.99371311132166
2524,3,0,0,3,19,0,2,10,44.96568866898255
536,1,13,0,20,25,0,2,13,44.93451461617114
550,0,0,1,16,8,1,3,1,44.90010873623144
2127,0,3,0,13,5,1,5,14,44.89999242379942
3103,3,0,0,12,5,0,1,12,44.89752921494676
6794,9,3,0,1,2,0,2,8,44.88031366764627
912,0,0,4,24,20,0,0,8,44.86947685613751
2001,2,2,3,3,32,0,0,10,44.86862695613942
503,0,5,0,11,29,2,4,6,44.86033955788375
2372,0,2,1,17,3,0,3,13,44.83742262869663
4063,3,0,0,1,16,0,3,13,44.77522180215575
2975,0,0,0,7,6,3,4,11,44.76959888581426
5104,0,0,2,3,21,2,2,3,44.737747012378506
4077,3,8,0,4,0,1,3,12,44.736436182416426
891,3,0,0,2,14,6,1,2,44.72896487362422
1765,2,4,0,6,12,0,3,8,44.6907517776542
784,2,0,0,0,14,3,3,11,44.651358655047886
3064,3,2,0,8,3,1,1,12,44.615098712235465
1028,0,1,2,12,12,0,2,5,44.60902250271717
890,0,0,1,25,20,0,1,15,44.56023734347251
8934,1,0,1,4,10,1,1,11,44.55785137672933
375,0,8,5,17,35,0,0,10,44.53295259973248
913,0,4,6,19,14,0,0,7,44.48274997313291
1154,0,2,2,10,17,0,2,6,44.48158381164421
2681,0,0,1,5,15,0,3,20,44.43195752058846
2479,1,0,3,15,8,0,0,5,44.427086590353866
736,2,0,1,21,16,0,0,5,44.41451205486873
1896,0,7,0,14,16,1,4,12,44.38219925146898
423,2,0,0,1,19,2,2,11,44.37722761597446
1845,0,1,2,4,11,0,3,10,44.36660799746167
811,0,0,3,21,23,0,0,17,44.34537881237487
812,0,0,3,21,23,0,0,17,44.34537881237487
2745,0,0,0,31,0,1,4,11,44.34351449050337
7364,2,1,0,0,21,2,3,16,44.330705699545895
2183,2,0,0,11,14,4,0,11,44.32866604936002
3126,2,1,0,6,9,0,3,6,44.32837069575066
1403,3,2,1,10,14,0,0,10,44.29506571272164
303,1,0,0,12,2,0,4,7,44.28614691962386
74,1,1,2,23,17,0,0,5,44.27073858693683
813,2,4,3,5,4,1,0,5,44.25831606693827
5212,3,0,0,0,17,0,4,16,44.23770628350089
929,0,3,4,28,17,0,0,9,44.23306270792795
1297,0,5,4,19,24,0,0,16,44.21867270478795
3085,4,0,1,8,5,0,0,8,44.18716648708632
1330,1,3,0,6,21,0,4,8,44.14286595282242
1702,0,4,0,9,42,2,5,2,44.13238078554868
2757,3,3,0,13,7,0,2,2,44.11277873420041
1205,8,0,0,8,0,0,1,3,44.04872354900241
630,4,2,2,4,7,0,0,6,44.0256928150501
49,3,0,0,2,10,1,2,5,43.978932797301184
6026,4,2,0,0,1,0,6,14,43.96531329065255
326,1,0,0,3,25,1,2,20,43.96456278989296
131,7,2,0,11,3,3,0,1,43.90383844658931
2575,2,1,0,0,1,0,17,2,43.87882451220702
8436,2,3,0,0,23,1,4,15,43.833817380117175
5185,0,0,0,8,14,2,4,6,43.82739430373301
1733,5,2,0,3,5,2,2,0,43.81315747768964
3091,1,0,0,2,0,1,5,27,43.80447737454588
2167,0,2,0,11,6,1,4,19,43.76505310618522
1662,0,1,0,8,2,1,6,15,43.73280384352957
6162,0,8,5,16,23,0,0,11,43.6972644452853
1643,2,7,0,7,0,1,4,4,43.69231781784347
937,5,1,0,1,2,0,7,0,43.68182340865491
1083,3,2,0,2,12,1,2,6,43.67688071744118
1033,0,1,5,14,19,0,0,9,43.663918343321775
2645,0,10,2,7,19,0,2,12,43.65787082845559
1731,0,1,1,6,17,1,2,11,43.65519762495323
2466,1,0,0,3,0,1,9,2,43.65036730994343
1630,1,0,0,3,0,1,9,2,43.65036730994343
2640,4,2,0,7,8,0,3,0,43.65036730994342
1047,2,0,2,7,18,0,0,5,43.633609847778416
263,0,0,2,5,11,1,1,15,43.629707407515895
2827,0,0,2,5,11,1,1,15,43.629707407515895
4327,5,0,0,0,21,0,2,16,43.58544251784693
152,1,0,0,14,3,1,2,6,43.53390076999705
1738,2,2,1,5,6,0,1,9,43.508827132444935
9403,1,5,0,3,8,1,4,11,43.48046827314802
2801,0,7,0,1,24,3,7,13,43.46710522209988
1984,0,1,0,2,11,4,5,12,43.42935988919226
4344,4,3,0,3,4,2,2,1,43.417058265390246
2668,0,0,4,9,10,0,2,0,43.38921802158907
1260,2,0,1,8,17,0,0,17,43.35557636844247
392,0,2,0,7,5,0,8,16,43.35400016371803
494,0,0,2,33,26,0,0,14,43.33374984507719
2067,0,2,0,6,9,2,4,16,43.32318924244675
306,1,1,2,24,9,0,0,5,43.299275229733865
8241,0,0,1,10,12,0,3,5,43.28906890339745
1648,1,3,0,16,2,1,2,9,43.26808281055982
1250,0,4,0,7,14,2,4,11,43.246030715215056
5569,0,0,0,4,18,3,3,16,43.23012296947039
399,0,1,0,7,8,4,3,10,43.20232867427619
1334,0,0,4,9,22,1,0,6,43.1817593711352
1259,4,0,0,4,4,0,2,4,43.1748811353631
990,4,0,1,9,4,0,0,5,43.13293062746305
1022,24,15,0,4,16,0,0,0,43.12978577672516
1638,0,3,0,2,8,2,6,24,43.11000664539138
509,0,0,2,5,14,1,2,2,43.10871629051095
2505,1,3,1,19,6,0,1,4,43.10691645886135
1257,7,1,0,2,1,0,4,0,43.07500316503986
10066,1,4,0,1,6,1,11,1,43.07383403643527
2829,1,1,0,2,1,3,4,9,43.05128663842254
3584,1,1,0,1,4,1,6,10,43.0414595644554
1061,2,0,2,7,6,1,0,2,43.02284654867606
1269,2,0,0,6,5,1,1,15,43.0141664455323
3419,7,0,0,7,9,0,0,10,42.99047912958074
64,1,0,0,3,1,3,7,0,42.97512519471661
8668,0,2,0,1,21,1,8,19,42.97438701767214
793,2,0,0,2,25,0,2,19,42.96869711340768
239,3,2,2,5,20,0,0,3,42.95717951415868
3721,4,0,1,9,5,0,0,4,42.950609070669096
954,0,0,2,8,15,0,1,16,42.94853505560986
2519,2,0,0,14,2,0,1,21,42.92819763520277
1503,1,0,0,16,4,1,2,3,42.92715622358922
2892,0,0,1,15,17,9,0,4,42.91639813486322
5571,0,3,1,6,13,0,4,7,42.88554659836716
5277,6,4,0,0,1,6,3,0,42.82845229571439
8879,1,0,0,0,10,4,4,9,42.77658631668984
616,1,5,2,25,11,0,0,5,42.76140962042008
1419,4,2,0,1,1,0,7,1,42.72165405807071
750,3,0,0,48,2,0,0,10,42.71295549748337
1392,3,0,1,8,15,0,0,5,42.70099415564318
9889,6,0,0,2,0,1,2,2,42.699858589378834
253,2,1,1,19,6,0,0,8,42.68660290960984
5903,2,7,0,5,0,1,3,11,42.648878154504175
1448,1,6,0,9,17,2,1,13,42.62093587509247
2547,4,0,0,10,3,0,1,4,42.61622975347439
110,1,2,3,27,1,0,0,4,42.57143377742846
3155,0,0,0,10,0,2,4,19,42.56411375233538
9464,0,6,1,1,22,2,4,7,42.54805118392322
61,3,6,0,9,0,0,2,14,42.54023241710155
7701,0,6,0,1,13,2,9,10,42.510538604651046
3209,4,0,0,11,22,0,0,12,42.48474887752391
2426,1,0,0,15,29,0,1,13,42.4454539745679
3352,5,0,0,2,0,4,2,0,42.4439685844727
807,6,3,1,3,12,0,0,5,42.44092786323939
8582,2,0,0,1,5,2,2,13,42.43173404680436
4101,0,6,6,10,19,0,0,9,42.40188753157979
1826,1,4,1,2,26,0,3,3,42.36006756867259
1902,1,0,0,5,0,1,4,9,42.35813945786259
1438,2,0,0,0,5,0,6,15,42.34650948240968
376,1,0,0,1,17,1,3,18,42.33994767568946
8224,2,0,0,3,3,1,2,10,42.33572802239627
5429,0,0,2,6,8,0,2,7,42.33457029835071
4084,0,0,3,14,20,0,0,18,42.325556429656125
1657,1,2,0,1,29,7,2,4,42.31263451543796
3855,3,1,0,7,6,3,0,13,42.307468231594
1105,2,1,0,6,4,4,2,0,42.27471472511752
746,2,2,2,11,5,0,0,5,42.25696407977436
2458,1,1,2,25,6,0,0,4,42.23506423724094
3231,3,2,0,0,0,0,8,11,42.191297045257
1234,3,0,0,21,22,0,0,8,42.18081804185744
629,0,3,3,18,22,0,0,17,42.14094785145801
1795,1,1,0,1,1,3,7,2,42.112078977361264
1395,1,0,0,1,0,2,4,28,42.08653576604016
6458,2,0,0,0,22,3,2,9,42.08246128980208
3948,0,4,0,2,4,2,8,11,42.0225265218414
3639,7,0,0,22,0,1,0,1,42.01706394092367
2857,3,0,0,0,17,1,2,13,42.01271790531784
1184,0,0,3,26,14,0,0,7,41.996552968464485
10367,1,0,0,0,14,2,5,7,41.996552968464485
225,0,0,2,25,26,0,0,14,41.9924299121038
5835,16,4,0,0,1,0,3,0,41.97193350044686
9457,2,1,0,1,0,0,8,7,41.96928200732259
420,2,3,3,8,14,0,0,1,41.944436967325466
2735,0,1,5,12,25,0,0,5,41.94066578275542
3568,1,1,0,1,9,1,5,7,41.93088593394711
2000,0,7,0,2,21,1,6,22,41.92702484951765
230,2,0,0,1,20,1,2,9,41.90051773339063
960,0,1,2,16,12,0,1,5,41.89569135460892
4606,0,0,3,14,19,0,0,16,41.89429919598659
2597,6,0,0,6,20,0,0,8,41.8693708432852
1073,15,0,0,1,39,0,0,2,41.86521889942974
153,0,0,4,6,42,0,0,16,41.84597013317335
72,4,1,0,24,11,0,0,5,41.84070277538223
4652,0,0,1,3,30,0,3,10,41.78754744976322
184,4,0,0,14,15,0,0,8,41.77148130634028
1397,1,0,4,8,16,0,0,1,41.75784204641382
794,0,4,0,9,3,1,5,12,41.7542549422408
2292,1,2,0,7,10,6,2,0,41.74153140288493
4178,0,1,3,17,17,0,0,15,41.72016490263146
1016,0,2,0,15,5,0,5,11,41.72016490263145
1255,4,0,0,9,21,0,0,13,41.70656148487364
205,1,6,0,24,1,1,1,18,41.69675978790353
915,0,0,3,18,9,0,0,16,41.68994872518785
528,3,0,0,0,12,0,3,18,41.68910287482021
1091,6,0,0,14,4,0,0,5,41.59350672861655
938,2,0,2,10,15,0,0,1,41.58634112351345
1968,0,2,0,2,19,2,6,7,41.57640126071361
3044,1,0,0,7,12,0,2,14,41.56885171890944
2260,0,4,0,1,14,4,5,15,41.554948813740445
974,2,3,0,8,3,0,2,10,41.538348839558296
9047,2,0,0,0,4,9,2,4,41.532360800502936
1695,2,0,0,1,14,1,2,10,41.51350379956118
3971,1,4,0,21,6,0,2,6,41.4929197919146
1814,4,0,0,9,9,0,0,21,41.48560213537428
4382,5,4,1,2,8,0,0,15,41.44490535017823
129,0,0,3,27,15,0,0,5,41.444422014238654
776,0,0,5,14,9,0,0,5,41.438294291463855
6599,1,1,0,1,8,2,3,13,41.3716867258969
487,3,0,0,9,37,0,0,17,41.3221566693104
5574,1,3,0,0,0,3,10,4,41.28391571536503
5729,1,2,0,1,11,1,4,11,41.283243695811805
624,1,1,0,12,9,1,1,10,41.259135125129575
2881,4,0,0,9,12,0,0,16,41.23684333640296
2521,0,3,7,7,26,0,0,4,41.22531623338861
470,0,0,0,13,16,0,3,16,41.22429697955628
1062,0,4,1,10,11,1,1,16,41.17817129730104
554,1,0,0,4,12,1,2,8,41.15209260418251
2379,0,0,0,5,35,1,3,12,41.149362809435736
1345,3,0,0,4,9,0,1,12,41.14162323734156
3149,6,0,0,25,0,0,0,5,41.12486258834471
9875,1,0,0,1,3,4,2,18,41.03642581698988
1572,0,3,0,12,2,0,6,13,41.01195048292292
1377,1,1,0,9,2,1,2,8,40.99200718883544
130,2,7,0,5,0,1,2,17,40.98845275431085
852,1,0,0,5,11,2,1,12,40.97946377264034
1354,1,0,0,3,11,1,2,12,40.97946377264034
3992,0,3,5,7,18,0,0,14,40.94153660119935
2424,0,2,4,14,43,0,0,4,40.93271084632277
7181,7,0,0,6,1,0,1,1,40.9211738704741
1793,1,1,0,8,5,0,3,7,40.90923468641513
46,3,1,0,8,5,0,1,7,40.90923468641513
5668,1,0,3,3,31,0,0,7,40.89568365303677
1374,5,0,0,10,0,0,2,0,40.8931939429535
1207,0,1,0,28,14,0,2,15,40.86332142497729
6043,2,4,1,1,4,1,1,11,40.844696165277554
697,2,10,0,12,2,0,2,7,40.83464649024724
3618,1,1,0,7,1,6,2,1,40.81694186819608
1097,0,2,1,11,11,0,2,8,40.8050026841371
1459,1,0,1,19,16,0,0,7,40.7463562921208
3734,2,0,0,2,3,1,3,3,40.739335649619726
10476,1,0,0,0,15,2,5,4,40.71561912300242
1237,3,0,2,2,15,0,0,4,40.71561912300242
519,1,0,1,10,28,0,0,14,40.71116223847034
3771,5,5,0,4,14,0,1,3,40.67948007638654
1244,2,0,0,4,0,1,2,10,40.67885705672754
1860,0,2,1,1,9,1,5,5,40.6623746084836
1109,0,5,3,7,14,0,1,6,40.65369450533984
2811,5,1,0,4,2,0,1,7,40.63865808186628
1168,9,8,0,4,0,0,1,4,40.6356014576765
1427,0,4,0,7,1,2,7,3,40.62042410058355
373,1,3,0,7,1,0,4,10,40.61674445673475
344,1,0,1,2,20,0,2,3,40.59005590002707
1399,0,0,1,3,16,1,2,8,40.57290282080082
