INDEX	TT?(Y/N/MB/NA)	MACAQUE?(Y/N/MB/NA)	TC_OR_CT?(Y/N/MB/NA)	RELEVANT?(Y/N/MB/NA)	REVIEW(Y/N)	READ_BY(A/D/R)	COMMENT	DOI	PMID	PMCID	FULL_TEXT_URL	PDF_URL	TITLE	ABSTRACT	KEYWORDS
623								10.1136/jnnp.13.3.198	14774742.0	PMC497155	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC497155/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC497155/pdf/jnnpsyc00315-0040.pdf	THALAMIC PROJECTION TO FRONTAL CORTEX IN MAN*		
630								10.1002/cne.900920208	15415473.0		https://onlinelibrary.wiley.com/doi/10.1002/cne.900920208	https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.900920208	Cell ratios in the thalamo-cortical visual system of Macaca mulatta		
633											https://journals.lww.com/jonmd/Citation/1937/03000/the_Thalamus_in_Relation_To_the_Cerebral_Cortex.1.aspx	://journals.lww.com/	THE THALAMUS IN RELATION TO THE CEREBRAL CORTEX		
651								10.1093/brain/68.4.331	20982795.0		https://academic.oup.com/brain/article/68/4/331/266909	https://academic.oup.com/brain/article-pdf/68/4/331/741995/68-4-331.pdf	THE INTERRELATION OF THE STRIO-PALLIDUM AND THE THALAMUS IN THE MACAQUE MONKEY		
671								10.1620/tjem.102.413	4994652.0		https://www.jstage.jst.go.jp/article/tjem1920/102/4/102_4_413/_article	https://www.jstage.jst.go.jp/article/tjem1920/102/4/102_4_413/_pdf/-char/en	Responses of Monkey Thalamus to Nociceptive Stimuli		
683									17104852.0	PMC1252659	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252659/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252659/pdf/janat00515-0058.pdf	The normal histology of the thalamus in the phalanger; Trichosurus vulpecula		
695								10.1159/000103928	4163109.0		https://karger.com/cfn/article-abstract/27/1-3/18/70416/The-Posterior-Thalamic-Region-in-Man?redirectedFrom=fulltext		The Posterior Thalamic Region in Man		
702								10.2183/pjab1945.47.505			https://www.jstage.jst.go.jp/article/pjab1945/47/5/47_5_505/_article	https://www.jstage.jst.go.jp/article/pjab1945/47/5/47_5_505/_pdf/-char/en	Cerebellar Projections to the Thalamic Nuclei in Monkeys		
723								10.1002/cne.900660107			https://onlinelibrary.wiley.com/doi/10.1002/cne.900660107	https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.900660107	A note on the thalamic nuclei of Macaca mulatta		
730												https://journals.physiology.org/doi/pdf/10.1152/jn.1980.44.3.532	Thalamic relay to motor cortex: afferent pathways from brain stem; cerebellum; and spinal cord in monkeys.		
764								10.1002/cne.901190202	14018825.0		https://onlinelibrary.wiley.com/doi/10.1002/cne.901190202	https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.901190202	Effects of thalamic lesions upon cerebellar dyskinesia in the rhesus monkey†		
778						D					https://karger.com/books/book/839/chapter-abstract/5606086/The-Vestibular-Thalamus-in-the-Rhesus-Monkey?redirectedFrom=fulltext		Current Studies in Otoneurology: Bárány Society Meeting; Toronto; August 1971: Proceedings		
780								10.1002/cne.900690307			https://onlinelibrary.wiley.com/doi/10.1002/cne.900690307	https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.900690307	Termination of the brachium conjunctivum in the thalamus of the macaque monkey		
792												https://journals.physiology.org/doi/pdf/10.1152/jn.1950.13.2.127	SOME CONNECTIONS OF THE ORBITO-FRONTO-TEMPORAL; LIMBIC AND HIPPOCAMPAL AREAS OF MACACA MULATTA		
801								10.1016/0165-0173(85)90013-x	3896408.0		https://linkinghub.elsevier.com/retrieve/pii/016501738590013X	://linkinghub.elsevier.com/	Diencephalic mechanisms of pain sensation		pain; somatic sensation; thalamus; AV; anterior ventral n; B; brachium of inferior colliculus; C;; first cervical segment; CA; caudate n; CB; cerebellum; Cd; caudate n; Cem; central medial n; CL; central lateral n; CM; centre median n; Coi; inferior colliculus; CP; cerebral peduncle; posterior commissure; DCN; dorsal column n gracile and cuneate n; G; gelatinosus n of rat thalamus; GL; lateral geniculate nucleus; IO; inferior olive; LCN; lateral cervical n; LD; lateral dorsal n; LGN; lateral geniculate n; Lim; limitans n; LM; medial lemniscus; LP; lateral posterior n; MD; mediodorsal n; MG;MGN; medial geniculate n; MGNm; magnocellular division of MGN; ml; medial lemniscus; NR; red nucleus; OT; optic tract; Pc;PC; paracentral n; PC; posterior commissure; Pf;PF; parafascicular n; PO; posterior group; PO; lateral division of PO; POm; medial division of PO; PT; pretectal area; Pul; pulvinar n; R; reticular n; RN; red n; SG; suprageniculate n; SN;SNR; substantia nigra; St; subthalamic n; T; tectum; VA; ventral anterior n; VB; ventrobasal complex; VB-VL; border between VB and VL; VL; ventrolateral n; VM; ventromedial n; VP; ventral posterior nucleus; VPI; ventroposteroinferior n; VPL; ventroposterolateral n; VPLc; caudal division of VPL; VPLo; oral division of VPL; VPM; ventral posteromedial n; VPMpc; paracentral division of VPM; ZI; zona incerta;
802												https://thejns.org/downloadpdf/journals/j-neurosurg/31/2/article-p164.pdf	The effects of ventrolateral thalamic lesions on tremor and the biosynthesis of dopamine in monkeys with lesions in the ventromedial tegmentum		
803								10.1007/978-1-60327-455-5_26			https://link.springer.com/chapter/10.1007/978-1-60327-455-5_26		The Thalamus		Deep Brain Stimulation; Thalamic Nucleus; Lateral Geniculate Nucleus; Reticular Nucleus; Relay Neuron;
812												https://journals.lww.com/anesthesia-analgesia/citation/1973/03000/ketamine_induced_anesthesia__neural_mechanisms_in.34.aspx	Ketamine-induced anesthesia: neural mechanisms in the Rhesus monkey.		
834								10.1177/0004867415585857	25943981.0		https://journals.sagepub.com/doi/10.1177/0004867415585857	https://journals.sagepub.com/doi/reader/10.1177/0004867415585857	The thalamus as a putative biomarker in neurodegenerative disorders		
836												https://www.cell.com/neuron/pdf/S0896-6273(12)00226-7.pdf	Von Economo neurons in the anterior insula of the macaque monkey		
851								10.1093/brain/60.1.126			https://academic.oup.com/brain/article/60/1/126/263104	https://academic.oup.com/brain/article-pdf/60/1/126/731316/60-1-126.pdf	THE CORTICAL PROJECTION OF THE PULVINAR IN THE MACAQUE MONKEY		
855												https://journals.lww.com/anesthesia-analgesia/citation/1970/01000/effect_of_barbiturate_and_electroanesthesia_on.11.aspx	Effect of Barbiturate and Electroanesthesia on Some Thalamothalamic and Thalamocortical Evoked Potentials.		
875								10.1093/brain/76.4.625	13115577.0		https://academic.oup.com/brain/article/76/4/625/271521	https://academic.oup.com/brain/article-pdf/76/4/625/757458/76-4-625.pdf	THE “ASSOCIATION CORTEX” OF MACACA MULATTA: A REVIEW OF RECENT CONTRIBUTIONS TO ITS ANATOMY AND FUNCTIONS		
876								10.1016/0165-0173(84)90017-1	6440659.0		https://linkinghub.elsevier.com/retrieve/pii/0165017384900171	://linkinghub.elsevier.com/	The thalamus as a neuronal oscillator		relay nuclei; intralaminar nuclei; reticularis thalami complex; thalamocortical neurons; local-circuit neurons; reticularis; neurons spindle rhythm; slow rhythm; long-lasting hyperpolarizations; rebound; somatic Ca spike; dendritic Ca conductance; K current; brain activation; brain deactivation; midbrain reticular formation; cholinergic effects; monoaminergic systems; wake state; sleep state;
881												https://journals.physiology.org/doi/pdf/10.1152/jn.1982.48.2.545	Thalamic basis of place-and modality-specific columns in monkey somatosensory cortex: a correlative anatomical and physiological study		
882												https://www.cell.com/neuron/pdf/S0896-6273(10)00008-5.pdf	A disynaptic relay from superior colliculus to dorsal stream visual cortex in macaque monkey		
885								10.1093/brain/97.1.65	4434171.0		https://academic.oup.com/brain/article/97/1/65/315466	https://academic.oup.com/brain/article-pdf/97/1/65/896485/97-1-65.pdf	PROJECTION OF MEDIAL OCCIPITAL CORTEX OF MACAQUE TO POSTERIOR THALAMUS1		
969								10.1002/(sici)1097-0185(199802)250:2<220::aid-ar12>3.0.co;2-q	9489783.0		https://onlinelibrary.wiley.com/doi/10.1002/(SICI)1097-0185(199802)250:2%3C220::AID-AR12%3E3.0.CO;2-Q	https://onlinelibrary.wiley.com/doi/epdf/10.1002/%28SICI%291097-0185%28199802%29250%3A2%3C220%3A%3AAID-AR12%3E3.0.CO%3B2-Q	Organization of the medial pulvinar nucleus in the macaque		thalamus; diencephalon; eye movement; primate; LATERAL GENICULATE-NUCLEUS; THALAMOCORTICAL PROJECTION NEURONS; INFERIOR PARIETAL LOBULE; POSTERIOR CINGULATE CORTEX; MONKEY MACACA-MULATTA; FRONTAL EYE FIELDS; RHESUS-MONKEY; SUPERIOR COLLICULUS; HORSERADISH-PEROXIDASE; CORTICOTHALAMIC CONNECTIONS
1021								10.1093/brain/93.1.37	4984909.0		https://academic.oup.com/brain/article/93/1/37/257010	https://academic.oup.com/brain/article-pdf/93/1/37/6697397/93-1-37.pdf	CONNEXIONS OF THE SOMATIC SENSORY CORTEX OF THE RHESUS MONKEY: III.—THALAMIC CONNEXIONS		
1035								10.1016/0006-8993(73)90450-2			https://linkinghub.elsevier.com/retrieve/pii/0006899373904502	://linkinghub.elsevier.com/	Are there ascending projections from the red nucleus to the thalamus in the rhesus monkey?		
1132								10.1097/00005072-194901000-00008	18108337.0		https://academic.oup.com/jnen/article/8/1/93/2611274	https://academic.oup.com/jnen/article-pdf/8/1/93/8136616/8-1-93.pdf	Paresthesia in a Rhesus Monkey Associated with a Thalamic Lesion; and its Alleviation by Postcentral Cortical Excision*		
1162								10.1016/0166-4328(87)90208-7			https://linkinghub.elsevier.com/retrieve/pii/0166432887902087	://linkinghub.elsevier.com/	Somatotopic organization of motor thalamus in the macaque monkey		
1178								10.1152/jn.1977.40.6.1339	411896.0		https://journals.physiology.org/doi/10.1152/jn.1977.40.6.1339	https://journals.physiology.org/doi/epdf/10.1152/jn.1977.40.6.1339	Body representation in ventrobasal thalamus of macaque: a single-unit analysis		
1196								10.1002/cne.901210208	14066526.0		https://onlinelibrary.wiley.com/doi/10.1002/cne.901210208	https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.901210208	Cortical area 8 and its thalamic projection in Macaca mulatta†		
1244								10.1002/(sici)1097-0185(199710)249:2<259::aid-ar14>3.0.co;2-n	9335473.0		https://onlinelibrary.wiley.com/doi/10.1002/(SICI)1097-0185(199710)249:2%3C259::AID-AR14%3E3.0.CO;2-N	https://onlinelibrary.wiley.com/doi/epdf/10.1002/%28SICI%291097-0185%28199710%29249%3A2%3C259%3A%3AAID-AR14%3E3.0.CO%3B2-N	Organization of the zona incerta in the macaque: An electron microscopic study		thalamus; diencephalon; saccade; eye movement; synapse; ultrastructure; NIGRA-PARS-RETICULATA; LATERAL GENICULATE-NUCLEUS; BASILAR PONTINE NUCLEI; RAT SUBSTANTIA NIGRA; IMMUNOREACTIVE TERMINALS SYNAPSE; SPINOCERVICAL TRACT NEURONS; CAT SUPERIOR COLLICULUS; AMINOBUTYRIC-ACID GABA; HORSERADISH-PEROXIDASE; EFFERENT CONNECTIONS
