INDEX	TT?(Y/N/MB/NA)	MACAQUE?(Y/N/MB/NA)	TC_OR_CT?(Y/N/MB/NA)	RELEVANT?(Y/N/MB/NA)	REVIEW(Y/N)	READ_BY(A/D/R)	COMMENT	DOI	PMID	PMCID	FULL_TEXT_URL	PDF_URL	TITLE	ABSTRACT	KEYWORDS
27	Y	Y	Y	Y		D/A	focus is not TC connectivity, but contains some information about it, we can use it.								
931				MB		D	seems not, does not look like a TT study	subdivisions of motor thalamus; ultrastructure; neuronal circuits; 3D reconstruction; MACACA-MULATTA THALAMUS; VENTRAL LATERAL NUCLEUS; FINE-STRUCTURE; MAGNOCELLULAR SUBDIVISION; SOMATOTOPIC ORGANIZATION; SYNAPTIC ORGANIZATION; RHESUS-MONKEY; CELL-TYPES; SYNAPTOLOGY; AFFERENTS							
248				MB		D									
360	N			MB		D	not TT, diffusion MRI	Thalamocortical; mediodorsal thalamus; prefrontal cortex; diffusion MRI; macaque; replication principle							
1302				MB		D	seems not, investigates on whether the capacity of the nucleus accumbens to influence the thalamic mediodorsal nucleus via ventral striatopallidothalamic connections disproportionately favors the shell over the core subterritory	mediodorsal nucleus; thalamus; substantia innominata; nucleus accumbens; basal ganglia; MEDIODORSAL THALAMIC NUCLEUS; HORSERADISH-PEROXIDASE; EFFERENT PROJECTIONS; PREFRONTAL CORTEX; BASAL FOREBRAIN; RHESUS-MONKEY; PARALLEL ORGANIZATION; CORTICAL PROJECTIONS; AFFERENT CONNECTIONS; RETROGRADE TRANSPORT							
916				MB		D		Auditory; Thalamocortical; Mismatch Negativity; Non-human Primate; Ketamine; Layer							
1629				N		D	Stimulating electrodes	vestibular cortex; vestibular nerve; vestibular nucleus; thalamus; thalamocortical projection; area 8; area 6pa; frontal eye field; FRONTAL EYE FIELD; RETROGRADE AXONAL-TRANSPORT; MONKEYS MACACA-FASCICULARIS; VISUAL TRACKING NEURONS; MEMORY-GUIDED SACCADES; HORSERADISH-PEROXIDASE; ALERT MONKEY; SAIMIRI-SCIUREUS; PARIETAL CORTEX; CEREBRAL-CORTEX							
1061				MB		D		LATERAL GENICULATE-NUCLEUS; PRIMARY VISUAL-CORTEX; STRIATE CORTEX; CORTICOTHALAMIC NEURONS; SUBLAMINAR ORGANIZATION; PYRAMIDAL NEURONS; LOCAL CIRCUITRY; RABIES VIRUS; BRAIN-STEM; LAYER-VI							
1307				MB		D		mastication; basal ganglia; striatum; lateral tegmental field; trigeminal premotor neuron; thalamus; SUPPLEMENTARY MOTOR AREA; NIGRA PARS RETICULATA; OLD-WORLD MONKEY; LOWER BRAIN-STEM; ADJACENT CINGULATE CORTEX; CORTICAL MASTICATORY AREA; MEDIAL PREFRONTAL CORTEX; MUSCLE-SPINDLE AFFERENTS; VENTRAL PREMOTOR CORTEX; MACAQUE MONKEY							
1424		N		N		D	cat	thalamus; lateral geniculate nucleus; pulvinar; glomerulus; choline acetyl transferase; gamma-aminobutyric acid; ELECTRON-MICROSCOPIC ANALYSIS; VISUAL SPATIAL ATTENTION; ADJACENT THALAMIC NUCLEI; MACACA MONKEY PULVINAR; UPPER BRAIN-STEM; GENICULATE-NUCLEUS; SUPERIOR COLLICULUS; CORTICOTHALAMIC PROJECTIONS; CORTICOCORTICAL COMMUNICATION; CORTICOPULVINAR NEURONS							
67				MB		D									
935				MB		D	seems not, focus on Giant Neurons in the Macaque Pulvinar	anterior pretectal nucleus; calbindin; extrareticular; GluR; parvalbumin; pulvinocortical relay neurons; thalamocortical							
1341		N		N		D	adult mice	MICROTUBULE-ASSOCIATED PROTEIN; NEURAL STEM-CELLS; SUBVENTRICULAR ZONE; MAMMALIAN FOREBRAIN; EMBRYONIC NEURONS; GENERATED NEURONS; GROWTH-FACTOR; MOUSE BRAIN; RAT; MIGRATION							
2414	N			N		D	electrophysiologically 								
4240		N		N		D	common marmosets	thalamic matrix; visual pathway; lateral geniculate; pulvinar							
33	Y	Y	Y	Y		D		Mediodorsal nucleus; Medial pulvinar nucleus; Anterior thalamic nuclei; Midline thalamic nuclei; Intralaminar thalamic nuclei; AChE; acetylcholinesterase; AD; anterodorsal nucleus; AM; anteromedial nucleus; AMdc; anteromedial nucleus; densocellular part; AV; anteroventral nucleus; Cdc; central nucleus; densocellular part; CeM; central medial nucleus; Cif; central nucleus; inferior part; Cim; central nucleus; intermediate part; CL; central lateral nucleus; Clc; central nucleus; latocellular part; CnMd; centromedian nucleus; Cs; central nucleus; superior part; Csl; central nucleus; superior lateral part; HRP; horseradish peroxidase; HRP-WGA; peroxidase labeled wheat germ agglutinin; LD; lateral dorsal nucleus; Li; nucleus limitans; LP; lateral posterior nucleus; MD; mediodorsal nucleus; MDI; mediodorsal nucleus; lateral sector; MDm; mediodorsal nucleus; medial sector; MDv; mediodorsal nucleus; ventral sector; Pcn; paracentral nucleus; Pf; parafascicular nucleus; Pt; paratenial nucleus; Pull; inferior pulvinar nucleus; PulM; medial pulvinar nucleus; PulL; lateral pulvinar nucleus; Pv; paraventricular nucleus; R; reticular nucleus; Re; nucleus reuniens; SG; suprageniculate nucleus; STP; superior temporal polysensory area; TMB; tetramethylbenzidine; VA; ventral anterior nucleus; VAmc; ventral anterior nucleus; magnocellular subdivision; VApc; ventral anterior nucleus; parvocellular subdivision; VAvm; ventral anterior nucleus; ventromedial subdivision; VLo; ventral lateral nucleus; oral subdivision;	Y	Y	Y	Y		D	
899				MB		D	not TT, but lesion and Nauta and Fink-Heimer I techniques; and 								
1039		N		N		D	owl monkeys (Aotus trivirgatus)	pulvinar; MT; V4; primate; corticothalamic; thalamocortical; LATERAL GENICULATE-NUCLEUS; SUPERIOR TEMPORAL SULCUS; INFERIOR PARIETAL LOBULE; THALAMIC INTRALAMINAR NUCLEI; DORSAL TERMINAL NUCLEUS; SUB-CORTICAL STRUCTURES; CONTAINING CELL-BODIES; EXTRASTRIATE AREA V4; RHESUS-MONKEY; MACAQUE MONKEY							
44				MB		D									
122				MB		D									
946	N			N		D	not TT, focus on Regional and laminar distribution of the vesicular glutamate transporter, VGluT2	Chemoarchitecture; Glutamatergic; Thalamocortical; Primate; Neuroanatomy; Connections; BINDING PROTEIN IMMUNOREACTIVITY; MEDIAL GENICULATE COMPLEX; CORTICAL CONNECTIONS; THALAMOCORTICAL CONNECTIONS; RESPONSE PROPERTIES; MARMOSET MONKEYS; SENSORY CORTEX; NERVOUS-SYSTEM; RHESUS-MONKEY; VISUAL-CORTEX							
1702		N		N		D	mouse	anatomy; cortico-cortical connectivity; frontal cortex; parietal cortex; prefrontal cortex; tract tracing; visual cortex; CORTICAL CONNECTIONS; THALAMOCORTICAL CONNECTIONS; FUNCTIONAL SPECIALIZATION; STRIATE CORTEX; RHESUS-MONKEY; VISUAL-CORTEX; PROJECTIONS; MAPS; REPRESENTATION; INFORMATION							
1011		N		N		D	rats	Corticostriatal; thalarnostriatal; cerebral cortex; thalamus; retrograde; fluorescent; POSTERIOR PARIETAL CORTEX; DORSOMEDIAL PREFRONTAL CORTEX; TIME-DEPENDENT CHANGES; CORTICOSTRIATAL PROJECTIONS; UNILATERAL LESIONS; MOTOR CORTEX; THALAMOSTRIATAL PROJECTIONS; TOPOGRAPHICAL ORGANIZATION; SENSORY NEGLECT; RHESUS-MONKEY							
47				MB		D	autoradiography								
161				MB		D		Dorsal area ; Premotor cortex; Globus pallidus; Thalamus; Fast Blue; Diamidino Yellow; WGA-HRP; Monkey;							
819				MB		D		Visual thalamus; Thalamocortical connections; Extrastriate cortex; Primates; Calcium-binding proteins;							
433			N	N		D	cerebellar terminations and their relation to other afferent terminations in the ventral lateral thalamic region; cortex not involved	monkey thalamus; cerebellum; motor cortex; ventral lateral region; afferent connection; AM; anteromedial nucleus; Am; ambiguus nucleus; AV; anteroventral nucleus; CL; central lateral nucleus; CM; centre médian nucleus; Co; cochlear nucleus; D; dentate nucleus; EC; external cuneate nucleus; F; fastigial nucleus; g; cell group g Brodal and Pompeiano; GL; lateral geniculate nucleus; GM; medial geniculate nucleus; ICP; inferior cerebellar peduncle; IO; inferior olivary complex; IP; interposed nucleus; LD; lateral dorsal nucleus; Li; limitans nucleus; LP; lateral posterior nucleus; mc; magnocellular medial geniculate nucleus; MD; mediodorsal nucleus; MLF; medial lonpitudinal fasciculus; NS; solitary nucleus; Pc; paracentral nucleus; PF; parafascicular nucleus; Pl; pulvinar; Pli; inferior pulvinar nucleus; Po; posterior nucleus; PpH; prepositus hypoglossi nucleus; R; reticular nucleus; Re; reuniens nucleus; RNmc; magnocellular red nucleus; RNpc; parvocellular red nucleus; SG; Sg; suprageniculate nucleus; SM; stria medullaris; THI; habenulointerpeduncular tract; VA; ventral anterior nucleus; VLc; ventral lateral nucleus; caudal division VLm ventral lateral nucleus; medial division VLo ventral lateral nucleus; oral division; VLps; ventral lateral nucleus; pars postrema Vl lateral vestibular nucleus VesD descending vestibular nucleus VMb basal ventromedial nucleus Vm; VesM medial vestibular nucleus VPI ventral posterior nucleus; inferior division VPLc ventral posterolateral nucleus; caudal division VPLo ventral posterolateral nucleus; oral division VPM ventral posteromedial nucleus X nucleus X Olszewski ZI zona incerta Vsp trigeminal complex; spinal nucleus VII facial nucleus X dorsal motor nucleus of the vagus nerve XII hypoglossal nucleus;							
90				MB		D									
2586				MB		D									
1109		N		N		D	rat	mapping; evoked potentials; multimodal; polysensory; AUDITORY-EVOKED-POTENTIALS; MEDIAL GENICULATE-BODY; SUPERIOR TEMPORAL SULCUS; ANTERIOR ECTOSYLVIAN CORTEX; VIBRISSA BARREL CORTEX; CEREBRAL-CORTEX; HORSERADISH-PEROXIDASE; FIELD POTENTIALS; MACAQUE MONKEY; CORTICOCORTICAL CONNECTIONS							
1173			N	N		D	spinothalamic tract (STT) neurons	sensorimotor; somatosensory; integration; cerebellothalamic; motor; DORSAL COLUMN NUCLEI; II MUSCLE AFFERENTS; ROSTRAL BRAIN-STEM; HORSERADISH-PEROXIDASE; MOTOR CORTEX; SPINAL-CORD; THALAMIC NUCLEI; LAMINA-I; SPATIAL RELATIONSHIPS; REFLEX PATHWAYS							
648				MB		D	seems not, focus on Corticothalamic axon morphologies and network architecture								
275				MB		D	not TT, seems a very good review	Basal ganglia; Striatum; Globus pallidus; Thalamus; Substantia nigra; Pedunculopontíne nucleus; Striatopallidal connection; Striatonigral connection; Pallidothalamic connection;							
1002				N		D	not TT, but several MRI scans consisting of T1 structural (MPRAGE) scans, resting-state functional scans, and diffusion-weighted scans	cingulate cortex; learning; mediodorsal thalamus; orbitofrontal cortex; reward; uncinate fasciculus							
439				MB	Y	D	review	Striatum; Pallidum; Nigral substance; Thalamus; Motor area; Premotor area; Supplementary motor area;							
171			N	N		D	Vestibulothalamic projections, cortex not involved directly								
2812	Y	Y	Y	N/MB		D	Studies Cerebello-cortical in monkeys (not macaque), seems involves the relay of thalamus, not sure if certain neuclei were mentioned. D: not sure why the TC/CT is labeled as Y, please have a closer check	Supplementary motor cortex; Cerebrocerebellar linkage; Transcellular transport of WGA-HRP; Corticothalamic relationship; Monkey;	Y	Y	Y	N		D	Studies Cerebello-cortical in monkeys (not macaque), seems involves the relay of thalamus, not sure if certain neuclei were mentioned
1557				MB		D		driver; emotion; single axon; social behavior; synaptic boutons; zinc; MEDIODORSAL THALAMIC NUCLEUS; MEDIAL PREFRONTAL CORTEX; CORTICAL AREAS TE; MACAQUE MONKEY; BASOLATERAL AMYGDALA; ORBITOFRONTAL CORTEX; RHESUS-MONKEYS; FRONTAL-LOBE; SYNAPTIC ORGANIZATION; MACACA-FASCICULARIS							
1166	N	N		N		D	V1-bypassing thalamo-cortical visual circuits; I think on humans; not TT	LATERAL GENICULATE-NUCLEUS; SUPERIOR COLLICULUS; STRIATE CORTEX; RESPONSE PROPERTIES; AREAS MT; MACAQUE; NEURONS; PROJECTION; PATHWAY; LESIONS							
365	Y	Y	Y	MB		D	seems not, The aim of this investigation was to characterize auditory areas of the primate cerebral cortex on the basis of chemoarchitecture		Y	Y	Y	N		D	
841				MB		D									
236				MB		D									
2438	N			N		D	not TT; antidromic response to stimulation of that area in two awake monkeys; EMG; 	Globus pallidus; Thalamus; Motor cortex; Reaction time task; Monkey;							
752				MB		D		Monkey; LGN; V; Interlaminar zones; Double labelling;							
1199		N		N		D	in adult rats	association cortex; cholera toxin B subunit; functional imaging; hierarchy; core; belt; thalamocortical; functional streams; MEDIAL GENICULATE-BODY; FUNCTIONAL-ORGANIZATION; TONOTOPIC ORGANIZATION; GUINEA-PIG; RESPONSE PROPERTIES; THALAMOCORTICAL SYSTEM; MERIONES-UNGUICULATUS; INFERIOR COLLICULUS; CORTICAL FIELDS; MACAQUE MONKEY							
473				MB		D									
501		N		N		D	Galago senegalensis	Ventral intermediate nucleus; Spinothalamic fibers; Galago senegalensis;							
124				MB		D									
4003				MB		D	not original TT, maybe a relevant review	thalamus; Language; Aphasia; Semantics; Lexical							
48				MB		D	seems not relevant, focus on Arborisation pattern and postsynaptic targets of physiologically identified thalamocortical afferents…								
105				MB		D									
13				MB		D									
91				MB		D		Dorsal thalamus; Pulvinar; Lateral posterior nucleus; Mediodorsal nucleus; Spatial orientation; Sensorimotor;							
3599				MB		D		basal ganglia; cerebellum; cortical motor area;							
4524	N			N		D	not TT	barrel cortex; pyramidal tract neurons; corticocortical neurons; synchrony; in silico;							
8				MB		D									
4267		N		N		D	mouse	gamma oscillations; high gamma; mouse; neuronal synchronization; visual system							
1165				N		D	New World owl monkey	dorsal horn; trigeminal; thalamus; temperature; anterograde labeling; MEDIAL PREFRONTAL CORTEX; SUPERFICIAL DORSAL HORN; LEUKOAGGLUTININ PHA-L; RAT SPINAL-CORD; SUBSTANCE-P; TRIGEMINAL-NUCLEUS; INSULAR CORTEX; SPINOTHALAMIC TRACT; MARGINAL ZONE; MACAQUE MONKEYS							
1527		N		N		D	Common Marmoset	LGN; lateral geniculate nucleus; MT; middle temporal area; PI; the inferior puvinar; PIc; central nucleus of the inferior pulvinar; PIm; medial nucleus of the inferior pulvinar; PL; lateral pulvinar; PM; medial pulvinar; RT; reticular nucleus of thalami; corticothalamic system; retinotopy; motion recognition; animal model; viral tracer;							
30				MB		D		Supplementary motor cortex; Motor cortex; Monkey; Tracing studies; Thalamocortical relationship;							
83	Y	Y	N	MB		D	subcortical connection, not sure if intrathalamic connections are involved	stress; depression; mood disorders; amygdala; accumbens nucleus; caudate nucleus; hypothalamus; periaqueductal gray; parataenial nucleus; striatum	Y	Y	N	N		D	subcortical connection
912	N			N	Y	D	review; focus not on connectivity but on Development of the Corticothalamic Projections	subplate; layer ; layer ; cerebral cortex; VB; LGN; reticular thalamic nucleus							
687				MB		D									
166				MB 	Y	D	review of Basal ganglia-thalamocortical circuits								
4011	N			N		D	model or theory								
2464				MB 		D	Does not look relevant; focus on cerebellothalamic pathway	monkey thalamus  ventral lateral region  cerebellum  motor cortex  somatotopy; AD anterodorsal nucleus AV anteroventral nucleus CeM central medial nucleus CL central lateral nucleus CM centre médian nucleus D dentate nucleus F fastigial nucleus IP interposed nucleus LD lateral dorsal nucleus LP lateral posterior nucleus mc magnocellular medial geniculate nucleus MD mediodorsal nucleus MG medial geniculate nucleus Pc; Pcn paracentral nucleus Pla anterior pulvinar nucleus Plm medial pulvinar nucleus Po posterior nucleus R reticular nucleus Re reuniens nucleus STN subthalamic nucleus VA ventral anterior nucleus VAmc ventral anterior nucleus; magnocellular division VLc ventral lateral nucleus; caudal division VLm ventral lateral nucleus; medial division VLo ventral lateral nucleus; oral division VLps ventral lateral nucleus; pars postrema VMb basal ventromedial nucleus VPI ventral posterior nucleus; inferior division VPLc ventral posterolateral nucleus; caudal division VPLo ventral posterolateral nucleus; oral division VPM ventral posteromedial nucleus X nucleus X ZI zona incerta;							
156				MB		D		sensorimotor; thalamocortical; cerebellar nuclei; vestibular nuclei; translation; semicircular canals; motion; otolith organs							
56	N			N		D	model								
876	N			MB		D	not TT, but seems very good review about thalamus functions and also includes thalamocortical projections	relay nuclei; intralaminar nuclei; reticularis thalami complex; thalamocortical neurons; local-circuit neurons; reticularis; neurons spindle rhythm; slow rhythm; long-lasting hyperpolarizations; rebound; somatic Ca spike; dendritic Ca conductance; K current; brain activation; brain deactivation; midbrain reticular formation; cholinergic effects; monoaminergic systems; wake state; sleep state;							
953				N		D	wallaby (Macropus eugenii)	GENICULOCORTICAL; LAMINATION; SEGREGATION; MAMMALIAN; ANATOMY; RHESUS-MONKEY; PRENATAL DEVELOPMENT; MACROPUS-EUGENII; TAMMAR WALLABY; POSTNATAL-DEVELOPMENT; CORTICAL PROJECTIONS; OCULAR DOMINANCE; ACCESSIBLE MODEL; CONNECTIONS; CATS							
211				MB		D	Book chapter								
203				MB		D									
1052	N	N		N		D	human; intracerebral EEG recordings	auditory cortex; evoked potentials; medial geniculate body; middle-latency components; thalamocortical; MEDIAL GENICULATE-BODY; EVOKED-POTENTIALS; INFERIOR COLLICULUS; TONOTOPIC ORGANIZATION; RHESUS-MONKEY; CORTEX; COMPONENT; NUCLEUS; LESION; AREAS							
963				MB		D		anterior thalamic nuclei; area 23b; medial pulvinar; nucleus lateralis posterior; retrosplenial cortex; RHESUS-MONKEY; RETROSPLENIAL CORTEX; TETRAMETHYL BENZIDINE; MEDIODORSAL NUCLEUS; AFFERENTS; MEMORY; ANTERIOR; AMNESIA; SENSITIVITY; PROJECTIONS							
835	N			N		D	not TT	plasticity; divergence; cortical magnification							
2703	Y	Y	Y	Y		D	Direct projection from the dorsal lateral geniculate nucleus to the prestriate cortex in macaque monkeys		Y	Y	Y	Y		D	Direct projection from the dorsal lateral geniculate nucleus to the prestriate cortex in macaque monkeys
98				MB		D									
257				MB		D	doesnot look like TT but seems relevant review	laminar origin of projections; presynaptic specificity; macaque brain; dorsolateral prefrontal cortex; inhibitory control; D reconstruction							
706			N	N		D	focus not on connectivity, but on whether degeneration of nigrostriatal dopaminergic neurons causes dysfunction of both the basal ganglia-thalamic and cerebello-thalamic pathways; experiment performed not on helathy animals but on animals with Parkinson's disease or lesion	Parkinsons disease; thalamus; metabolic activity; cytochrome oxidase; non-human primates;							
163	N			N		D	Viewpoint	thalamus; primates; cell-specific cortical projections; arousal; consciousness; CAMKII-α; alpha-type II calciumcalmodulin-dependent protein kinase; CL; central lateral nucleus; CO; cytochrome oxidase; LGd; dorsal lateral geniculate nucleus; Li-SG; limitans-suprageniculate nucleus; MGad; anterodorsal medial geniculate nucleus; MGmc; magnocellular medial geniculate nucleus; MGpd; posterodorsal medial geniculate nucleus; MGv; ventral medial geniculate nucleus; Pla; anterior pulvinar nucleus; Po; posterior nucleus; VLa; anterior ventral lateral nucleus; VLp; ventral lateral posterior nucleus; VMb; basal ventral medial nucleus; VPI; ventral posterior inferior nucleus; VPL; ventral posterior lateral nucleus; VPM; ventral posterior medial nucleus;							
